country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl,Symbol
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1982-04-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CI.png,81348.50349232595,Cigna Group,18602266000.0,278.15,CI,https://www.thecignagroup.com/,CI
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CINF.png,21404.228386472092,Cincinnati Financial Corp,15138702000.0,156.32,CINF,https://www.cinfin.com/,CINF
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1983-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTAS.png,81600.62416148015,Cintas Corp,15134591200.0,403.5,CTAS,https://www.cintas.com/,CTAS
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1990-02-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950800186156.png,243107.5605582178,Cisco Systems Inc,14085264000.0,3982.76,CSCO,https://www.cisco.com/,CSCO
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1986-10-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/C.png,149435.92961662592,Citigroup Inc,12125591000.0,1891.26,C,http://www.citigroup.com/,C
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,2014-09-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CFG.png,20435.283491197177,Citizens Financial Group Inc,12039006715.0,440.7,CFG,https://www.citizensbank.com/,CFG
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1928-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CLX.png,19777.778183245657,Clorox Co,15102717000.0,123.78,CLX,https://www.thecloroxcompany.com/,CLX
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2002-12-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CME.png,86721.16687919458,CME Group Inc,13129301000.0,360.36,CME,https://www.cmegroup.com/,CME
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1947-02-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CMS.png,19863.21892816364,CMS Energy Corp,15177881867.0,298.78,CMS,https://www.cmsenergy.com/,CMS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,1950-01-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KO.png,272898.9300632884,Coca-Cola Co,14046762121.0,4307.8,KO,https://www.coca-colacompany.com/,KO
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1998-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTSH.png,41103.83056835129,Cognizant Technology Solutions Corp,12018010233.0,495.82,CTSH,https://www.cognizant.com/,CTSH
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1930-03-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CL.png,71104.45832585813,Colgate-Palmolive Co,12123102000.0,817.01,CL,https://www.colgatepalmolive.com/,CL
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,1972-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CMCSA.png,127002.86461743138,Comcast Corp,12152861700.0,3826.54,CMCSA,https://corporate.comcast.com/,CMCSA
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1973-01-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CAG.png,12152.57875484743,Conagra Brands Inc,13125495000.0,477.32,CAG,https://www.conagrabrands.com/,CAG
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COP.png,127390.00129578548,Conocophillips,12812931000.0,1293.56,COP,https://www.conocophillips.com/,COP
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1948-06-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ED.png,33128.346050945176,Consolidated Edison Inc,18005225635.0,353.46,ED,https://www.conedison.com/,ED
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,1986-07-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STZ.png,31520.69186912992,Constellation Brands Inc,15856787100.0,181.54,STZ,https://www.cbrands.com/,STZ
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,2022-01-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950815008846.png,95825.55539552486,Constellation Energy Corp,18338830162.0,312.77,CEG,https://www.constellationenergy.com/,CEG
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1983-01-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COO.png,19028.20819649798,Cooper Companies Inc,19254603600.0,199.58,COO,https://www.coopercos.com/,COO
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1994-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CPRT.png,55653.39960030658,Copart Inc,19723915000.0,963.53,CPRT,https://www.copart.com/,CPRT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,1945-05-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GLW.png,43966.32035665611,Corning Inc,16079749000.0,856.21,GLW,https://www.corning.com/,GLW
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2010-12-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FLT.png,26462.98568229141,Corpay Inc,18008779019.0,69.71,CPAY,https://www.corpay.com/,CPAY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2019-05-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTVA.png,44406.00037067061,Corteva Inc,18332678382.0,687.29,CTVA,https://www.corteva.com,CTVA
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,1998-07-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CSGP.png,31484.89156010444,CoStar Group Inc,12023466500.0,409.96,CSGP,https://www.costargroup.com/,CSGP
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1985-12-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COST.png,446486.79735256534,Costco Wholesale Corp,14253138100.0,443.9,COST,https://www.costco.com/,COST
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1990-02-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTRA.png,20649.914071448773,Coterra Energy Inc,12815894600.0,736.44,CTRA,https://coterra.com/,CTRA
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2019-06-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CRWD.png,97925.95624333064,CrowdStrike Holdings Inc,18885128906.0,246.31,CRWD,https://ir.crowdstrike.com/,CRWD
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1998-08-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950434155366.png,38800.927262,Crown Castle Inc,17135703000.0,434.6,CCI,https://www.crowncastle.com/,CCI
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Road & Rail,1980-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CSX.png,62692.9018433024,CSX Corp,19043593200.0,1928.42,CSX,https://www.csx.com/,CSX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1964-09-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CMI.png,47768.09346784269,Cummins Inc,18123773842.0,137.1,CMI,https://www.cummins.com/,CMI
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1952-10-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CVS.png,70407.90424523373,CVS Health Corp,14017651500.0,1258.41,CVS,https://cvshealth.com/,CVS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools & Services,1969-12-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DHR.png,154754.67670274296,Danaher Corp,12028280850.0,722.28,DHR,https://www.danaher.com/,DHR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1995-05-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DRI.png,23273.553334457338,Darden Restaurants Inc,14072454000.0,117.5,DRI,https://www.darden.com,DRI
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1995-10-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DVA.png,14518.9197487798,DaVita Inc,13105362668.0,82.0,DVA,https://www.davita.com/,DVA
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,2018-04-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CDAY.png,11209.3154443421,Dayforce Inc,19528538100.0,157.7,DAY,https://www.dayforce.com/,DAY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Textiles, Apparel & Luxury Goods",1993-10-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DECK.png,25922.447845883,Deckers Outdoor Corp,18059677611.0,151.92,DECK,https://www.deckers.com/,DECK
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1933-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DE.png,127201.483042782,Deere & Co,13097658000.0,271.58,DE,https://www.deere.com/,DE
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2016-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DELL.png,70232.77936093841,Dell Technologies Inc,18002893355.0,700.46,DELL,https://www.delltechnologies.com/,DELL
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,2007-04-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DAL.png,42898.29535894277,Delta Air Lines Inc,14047152600.0,645.28,DAL,https://www.delta.com/,DAL
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1985-07-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DVN.png,22170.37483174487,Devon Energy Corp,14055528183.0,656.9,DVN,https://www.devonenergy.com/,DVN
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2005-04-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DXCM.png,34001.32745164632,Dexcom Inc,18582000200.0,390.6,DXCM,https://www.dexcom.com/,DXCM
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Energy,2012-10-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FANG.png,48026.38326474373,Diamondback Energy Inc,14054636900.0,291.99,FANG,https://ir.diamondbackenergy.com/,FANG
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2004-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959090646.png,54354.424454,Digital Realty Trust Inc,17372810101.0,331.71,DLR,https://www.digitalrealty.com,DLR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2007-06-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DFS.png,49863.65909210532,Discover Financial Services,12244050900.0,251.23,DFS,https://www.discover.com/,DFS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,2009-11-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DG.png,15718.087412423723,Dollar General Corp,16158554000.0,219.93,DG,https://www.dollargeneral.com/,DG
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1995-03-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DLTR.png,15403.217123051672,Dollar Tree Inc,17573215000.0,215.04,DLTR,https://www.dollartree.com/,DLTR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1983-05-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/D.png,47309.3432544731,Dominion Energy Inc,18048192000.0,840.01,D,https://www.dominionenergy.com/,D
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",2004-07-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DPZ.png,15742.85652243977,Domino's Pizza Inc,17349303030.0,34.53,DPZ,https://www.dominos.com/,DPZ
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1956-12-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DOV.png,27751.19086075039,Dover Corp,16305411540.0,137.19,DOV,https://www.dovercorporation.com/,DOV
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2019-03-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DOW.png,26169.42629291831,Dow Inc,19896361000.0,700.09,DOW,https://investors.dow.com/,DOW
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1992-06-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DHI.png,43316.73665102748,DR Horton Inc,18173908200.0,320.83,DHI,https://www.drhorton.com/,DHI
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-11-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DTE.png,25038.462111383884,DTE Energy Co,13132354000.0,207.1,DTE,https://ir.dteenergy.com/,DTE
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,2012-07-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DUK.png,87445.00157878383,Duke Energy Corp,18004883853.0,772.48,DUK,https://www.duke-energy.com/,DUK
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2017-09-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DD.png,31798.049147090627,Dupont De Nemours Inc,13022955783.0,417.96,DD,https://www.dupont.com/,DD
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1993-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EMN.png,11682.830127653488,Eastman Chemical Co,14232292000.0,115.91,EMN,https://www.eastman.com/,EMN
IE,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,2012-12-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ETN.png,124650.0367827457,Eaton Corporation PLC,35316372900.0,395.2,ETN,https://www.eaton.com/,ETN
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1998-09-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EBAY.png,32179.221600851215,eBay Inc,14083767400.0,479.0,EBAY,https://www.ebayinc.com/,EBAY
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1957-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ECL.png,70651.70245526536,Ecolab Inc,18002326522.0,283.16,ECL,https://www.ecolab.com/,ECL
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1926-05-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EIX.png,20302.16008305333,Edison International,16263022222.0,387.15,EIX,https://www.edison.com/,EIX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,2000-03-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EW.png,42099.921355639475,Edwards Lifesciences Corp,19492502500.0,589.8,EW,https://www.edwards.com,EW
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,1989-01-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EA.png,32235.954145000003,Electronic Arts Inc,16506281500.0,262.27,EA,https://www.ea.com/,EA
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,2001-10-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ANTM.png,93951.93152265126,Elevance Health Inc,18003311476.0,231.92,ELV,https://www.elevancehealth.com/,ELV
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,1944-09-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EMR.png,72814.58420874723,Emerson Electric Co,13145532000.0,570.2,EMR,https://www.emerson.com/en-us,EMR
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,2011-06-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ENPH.png,8634.66445300626,Enphase Energy Inc,17077634784.0,135.11,ENPH,https://enphase.com/,ENPH
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-05-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ETR.png,35180.068719739524,Entergy Corp,15045764000.0,428.82,ETR,https://www.entergy.com,ETR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1989-10-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EOG.png,71093.73606456476,EOG Resources Inc,17136517000.0,562.45,EOG,https://www.eogresources.com/,EOG
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2012-02-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EPAM.png,14553.583381078435,Epam Systems Inc,12677599000.0,56.72,EPAM,https://www.epam.com/,EPAM
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1950-06-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EQT.png,31134.97156504069,EQT Corp,14125535700.0,596.68,EQT,https://www.eqt.com/,EQT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1971-05-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EFX.png,33159.643904973585,Equifax Inc,14048858000.0,123.95,EFX,https://www.equifax.com/,EFX
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2000-08-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959004916.png,88157.396808,Equinix Inc,16505986000.0,96.49,EQIX,https://www.equinix.com/,EQIX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1993-08-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039466.png,26799.102698,Equity Residential,13129281178.0,379.35,EQR,https://www.equityapartments.com/,EQR
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,1995-10-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ERIE.png,18796.26673370617,Erie Indemnity Co,18148702000.0,52.29,ERIE,https://www.erieinsurance.com/,ERIE
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1994-06-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039476.png,18288.599125,Essex Property Trust Inc,19187425531.0,64.27,ESS,https://www.essexapartmenthomes.com/,ESS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1995-11-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EL.png,29712.611952932035,Estee Lauder Companies Inc,19292265049.0,358.98,EL,https://www.elcompanies.com/en,EL
BM,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1995-10-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RE.png,14839.216214487122,Everest Group Ltd,4412950006.0,42.98,EG,https://www.everestre.com/,EG
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EVRG.png,14918.553447441482,Evergy Inc,18165562200.0,229.98,EVRG,https://www.evergy.com/,EVRG
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1967-02-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ES.png,21434.52294026526,Eversource Energy,18606655000.0,366.4,ES,https://www.eversource.com/,ES
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1943-07-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EXC.png,40766.09988935976,Exelon Corp,13123947399.0,1004.83,EXC,https://www.exeloncorp.com/,EXC
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",2005-07-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EXPE.png,21770.127056193272,Expedia Group Inc,12064817200.0,128.35,EXPE,https://www.expediagroup.com/,EXPE
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics & Transportation,2005-06-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EXPD.png,15506.52777728544,Expeditors International of Washington Inc,12066743400.0,139.98,EXPD,https://www.expeditors.com/,EXPD
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2004-08-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959025646.png,32645.469208,Extra Space Storage Inc,18015625556.0,211.98,EXR,https://www.extraspace.com/,EXR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/XOM.png,470670.70233449165,Exxon Mobil Corp,19729406000.0,4395.09,XOM,https://corporate.exxonmobil.com/,XOM
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1999-06-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FFIV.png,17302.522375810102,F5 Inc,12062725555.0,58.61,FFIV,https://www.f5.com/,FFIV
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1996-06-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FDS.png,17866.897163142577,Factset Research Systems Inc,12038101000.0,37.99,FDS,https://www.factset.com/,FDS
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,1987-07-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FICO.png,44680.536256870946,Fair Isaac Corp,14069827276.0,24.35,FICO,https://www.fico.com/,FICO
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Trading Companies & Distributors,1987-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FAST.png,42233.189676794645,Fastenal Co,15074545374.0,572.89,FAST,https://www.fastenal.com/,FAST
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1984-12-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950824606406.png,9297.264868,Federal Realty Investment Trust,13019988100.0,84.96,FRT,https://www.federalrealty.com/,FRT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics & Transportation,1978-12-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FDX.png,59571.99037540439,FedEx Corp,19018187500.0,240.85,FDX,https://www.fedex.com/,FDX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2001-06-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FIS.png,44080.456486057206,Fidelity National Information Services Inc,14075518315.0,538.35,FIS,https://www.fisglobal.com/,FIS
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FITB.png,29215.57400974972,Fifth Third Bancorp,15135795300.0,670.54,FITB,https://www.53.com/,FITB
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,2006-11-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FSLR.png,17898.98260766117,First Solar Inc,16024149300.0,107.06,FSLR,https://www.firstsolar.com/en-Emea/,FSLR
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1946-09-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FE.png,23052.680222110554,FirstEnergy Corp,13307617837.0,576.32,FE,https://www.firstenergycorp.com/,FE
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1986-09-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FISV.png,123239.1784398267,Fiserv Inc,12628795000.0,568.92,FI,https://www.fiserv.com/,FI
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1948-09-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FMC.png,6855.969844474723,FMC Corp,12152996668.0,124.84,FMC,https://www.fmc.com/en,FMC
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Automobiles,1956-03-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/F.png,39305.71395082441,Ford Motor Co,13133223000.0,3974.29,F,https://www.ford.com/,F
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2009-11-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FTNT.png,77335.07509753767,Fortinet Inc,14082357700.0,766.45,FTNT,https://www.fortinet.com/,FTNT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,2016-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FTV.png,27839.210836522805,Fortive Corp,14254465000.0,346.95,FTV,https://www.fortive.com/,FTV
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,2019-02-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FOXA.png,23110.50068099844,Fox Corp,12128527000.0,456.74,FOXA,https://www.foxcorporation.com/,FOXA
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,2019-02-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FOXA.png,23110.50068099844,Fox Corp,12128527000.0,456.74,FOXA,https://www.foxcorporation.com/,FOX
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1986-12-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BEN.png,10856.92325731295,Franklin Resources Inc,16503122000.0,523.98,BEN,https://www.franklinresources.com/,BEN
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals & Mining,1988-05-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FCX.png,51528.226361732224,Freeport-McMoRan Inc,16023668100.0,1436.93,FCX,https://www.fcx.com/,FCX
CH,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,2000-12-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GRMN.png,41379.46052822947,Garmin Ltd,41526301600.0,192.02,GRMN,https://www.garmin.com/,GRMN
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,1993-10-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IT.png,42254.16263838402,Gartner Inc,12039640096.0,77.13,IT,https://www.gartner.com/en,IT
US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1892-06-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GE.png,220907.0251254956,General Electric Co,16174433000.0,1082.29,GE,https://www.ge.com/,GE
US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2022-12-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950835041476.png,39980.95370182322,GE Healthcare Technologies Inc,18337351139.0,456.87,GEHC,https://www.gehealthcare.com,GEHC
